id,ua_city,city,lat,lng,country,iso2,admin_name,capital,population,population_proper
9007562a-2c1d-4b56-9c22-2941ff4c0485,Коломия,Kolomyia,48.5306,25.0403,Ukraine,UA,Ivano-Frankivska Oblast,minor,61269,61269
b64884a0-0b65-4c95-bc23-e4ab5f204aa5,Рубіжне,Rubizhne,49.01,38.3714,Ukraine,UA,Luhanska Oblast,,59951,59951
53c0ef76-6ebc-474e-8910-8398e62cb712,Харцизьк,Khartsyzk,48.0428,38.1425,Ukraine,UA,Donetska Oblast,,59763,59763
ec36561e-7bb1-4748-8268-102ba3fd9347,Дружківка,Druzhkivka,48.6214,37.5278,Ukraine,UA,Donetska Oblast,,59400,59400
f9224287-5bc6-4af4-816c-1fc665bb18ea,Чорноморськ,Chornomorsk,46.3017,30.6569,Ukraine,UA,Odeska Oblast,,57983,57983
aaef69d0-18d6-445e-98a9-173cc1175b33,Білгород-Дністровський,Bilhorod-Dnistrovskyi,46.1833,30.35,Ukraine,UA,Odeska Oblast,minor,57210,57210
a3358ca1-1bbb-4fb7-89f4-b4c34ebbd362,Ірпінь,Irpin,50.5167,30.25,Ukraine,UA,Kyivska Oblast,,56806,56806
2c791e90-a62d-4ee3-ae6b-17f5f65f3c80,Чистякове,Chystiakove,48.0219,38.6264,Ukraine,UA,Donetska Oblast,,55511,55511
7892527f-5c62-496c-8e39-0d70acfec7c3,Стрий,Stryi,49.25,23.85,Ukraine,UA,Lvivska Oblast,minor,55100,55100
146d7685-a154-45cb-abb9-2f9e87780161,Новоград-Волинський,Novohrad-Volynskyi,50.5833,27.6333,Ukraine,UA,Zhytomyrska Oblast,minor,55086,55086
66372fae-ab62-41f8-9ec9-035d5086a748,Лозова,Lozova,48.8833,36.3833,Ukraine,UA,Kharkivska Oblast,minor,54026,54026
6f56655c-c599-4845-8a6c-5de5a00dfc6c,Антрацит,Antratsyt,48.1192,39.09,Ukraine,UA,Luhanska Oblast,,52353,52353
371b6105-0d5b-4e81-b2f4-c79001b27331,Горішні Плавні,Horishni Plavni,49.0167,33.6667,Ukraine,UA,Poltavska Oblast,,52167,52167
b2e30669-7a57-4a6a-af6e-6be621071f80,Мирноград,Myrnohrad,48.2911,37.2681,Ukraine,UA,Donetska Oblast,,50360,50360
c826cd0e-491d-4564-92fe-07a5ff261975,Шахтарськ,Shakhtarsk,48.0469,38.4686,Ukraine,UA,Donetska Oblast,minor,49482,49482
